home_team,away_team,tournament,city,country,neutral,result
Zanzibar,Kenya,Friendly,Zanzibar Town,Zanzibar,FALSE,1
Malaysia,Laos,AFF Championship,Palembang,Indonesia,TRUE,2
Madagascar,Central African Republic,African Cup of Nations qualification,Antananarivo,Madagascar,FALSE,1
Saint Vincent and the Grenadines,Trinidad and Tobago,Friendly,Kingstown,Saint Vincent and the Grenadines,FALSE,2
Qatar,Jordan,Friendly,Doha,Qatar,FALSE,2
Iceland,United States,Friendly,Reykjavík,Iceland,FALSE,0
Yemen,Uganda,Friendly,Sana'a,Yemen,FALSE,0
Scotland,Russia,Friendly,Glasgow,Scotland,FALSE,1
Gibraltar,France,UEFA Euro qualification,Faro-Loulé,Portugal,TRUE,1
Georgia,France,UEFA Euro qualification,Tbilisi,Georgia,FALSE,1
Saint Martin,Bonaire,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,TRUE,2
New Caledonia,Wallis Islands and Futuna,South Pacific Games,Papeete,French Polynesia,TRUE,2
New Caledonia,Vanuatu,Friendly,Nouméa,New Caledonia,FALSE,1
Martinique,Norway,Friendly,Fort-de-France,Martinique,FALSE,1
Syria,China PR,AFC Asian Cup qualification,Aleppo,Syria,FALSE,2
United Arab Emirates,Uzbekistan,Friendly,Abu Dhabi,United Arab Emirates,FALSE,2
Bermuda,Mexico,CONCACAF Championship qualification,Hamilton,Bermuda,FALSE,1
Cyprus,Bulgaria,FIFA World Cup qualification,Akdoğan,Cyprus,FALSE,1
Guernsey,Jersey,Muratti Vase,Guernsey,Guernsey,FALSE,2
Faroe Islands,Slovenia,UEFA Euro qualification,Toftir,Faroe Islands,FALSE,1
El Salvador,United States,FIFA World Cup qualification,San Salvador,El Salvador,FALSE,0
Bolivia,Peru,FIFA World Cup qualification,La Paz,Bolivia,FALSE,0
Martinique,Nicaragua,Gold Cup,Nashville,United States,TRUE,2
Bonaire,Anguilla,CONCACAF Nations League,Rincon,Bonaire,FALSE,2
North Macedonia,Albania,Friendly,Prilep,North Macedonia,FALSE,2
Martinique,Antigua and Barbuda,CONCACAF Nations League qualification,Fort-de-France,Martinique,FALSE,2
Senegal,Mauritania,Friendly,Dakar,Senegal,FALSE,2
Tanzania,Uganda,CECAFA Cup,Nairobi,Kenya,TRUE,1
Bahrain,Sri Lanka,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE,2
Congo,Mali,African Cup of Nations,Yaoundé,Cameroon,TRUE,2
Guatemala,Cuba,FIFA World Cup qualification,Guatemala City,Guatemala,FALSE,2
Senegal,Guinea,Friendly,Dakar,Senegal,FALSE,2
Israel,Faroe Islands,FIFA World Cup qualification,Ramat-Gan,Israel,FALSE,2
Nigeria,Tunisia,FIFA World Cup qualification,Lagos,Nigeria,FALSE,1
Slovenia,Ghana,Friendly,Ljubljana,Slovenia,FALSE,2
Norway,Iceland,Friendly,Bodø,Norway,FALSE,0
India,Thailand,Merdeka Tournament,Ipoh,Malaysia,TRUE,2
Lithuania,Iceland,Baltic Cup,Kaunas,Lithuania,FALSE,0
Argentina,El Salvador,Friendly,Summerfield,United States,TRUE,2
Eritrea,Sudan,Friendly,Asmara,Eritrea,FALSE,0
San Marino,Belgium,FIFA World Cup qualification,Serravalle,San Marino,FALSE,1
Argentina,Mexico,Friendly,Buenos Aires,Argentina,FALSE,0
Qatar,Sri Lanka,FIFA World Cup qualification,Doha,Qatar,FALSE,2
Guernsey,Jersey,Muratti Vase,Guernsey,Guernsey,FALSE,2
Tajikistan,Lebanon,AFC Asian Cup,Doha,Qatar,TRUE,2
Bhutan,Sri Lanka,FIFA World Cup qualification,Thimphu,Bhutan,FALSE,2
Scotland,Northern Ireland,British Home Championship,Glasgow,Scotland,FALSE,2
Iceland,France,FIFA World Cup qualification,Reykjavík,Iceland,FALSE,1
Estonia,Finland,Friendly,Tallinn,Estonia,FALSE,2
Rwanda,Namibia,FIFA World Cup qualification,Kigali,Rwanda,FALSE,2
Haiti,Curaçao,CONCACAF Championship,Guatemala,Guatemala,TRUE,0
Mauritania,Guinea-Bissau,Amílcar Cabral Cup,Nouakchott,Mauritania,FALSE,1
United Arab Emirates,Qatar,Gulf Cup,Abu Dhabi,United Arab Emirates,FALSE,2
Saudi Arabia,Bahrain,Gulf Cup,Muscat,Oman,TRUE,2
Brazil,Mexico,FIFA World Cup,Rio de Janeiro,Brazil,FALSE,2
Benin,Guinea-Bissau,Amílcar Cabral Cup,Bamako,Mali,TRUE,1
Guinea,Indonesia,Friendly,Pyongyang,North Korea,TRUE,2
Cameroon,Nigeria,Friendly,Lomé,Togo,TRUE,0
Mali,Guinea-Bissau,FIFA World Cup qualification,Bamako,Mali,FALSE,2
Qatar,Hong Kong,FIFA World Cup qualification,Doha,Qatar,FALSE,2
Algeria,Togo,African Cup of Nations qualification,Blida,Algeria,FALSE,2
Uruguay,Colombia,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,2
Iceland,Albania,UEFA Euro qualification,Reykjavík,Iceland,FALSE,2
Denmark,Scotland,Friendly,Copenhagen,Denmark,FALSE,2
Haiti,Canada,Gold Cup,Kansas City,United States,TRUE,1
German DR,Poland,Friendly,Halle,German DR,FALSE,1
Jamaica,United States,Friendly,Kingston,Jamaica,FALSE,0
North Macedonia,Austria,UEFA Euro qualification,Skopje,North Macedonia,FALSE,1
Norway,Egypt,Friendly,Oslo,Norway,FALSE,2
Nigeria,Ghana,FIFA World Cup qualification,Lagos,Nigeria,FALSE,0
Malawi,Zambia,CECAFA Cup,Kampala,Uganda,TRUE,0
Austria,Hungary,Friendly,Vienna,Austria,FALSE,2
Fiji,New Caledonia,Friendly,Suva,Fiji,FALSE,2
Czechoslovakia,France,Friendly,Prague,Czechoslovakia,FALSE,2
Cayman Islands,Jamaica,Friendly,George Town,Cayman Islands,FALSE,1
Angola,Guinea-Bissau,Friendly,Óbidos,Portugal,TRUE,2
Lesotho,Benin,FIFA World Cup qualification,Durban,South Africa,TRUE,0
Djibouti,Togo,African Cup of Nations qualification,Djibouti,Djibouti,FALSE,1
Scotland,San Marino,UEFA Euro qualification,Glasgow,Scotland,FALSE,2
Costa Rica,El Salvador,Friendly,San José,Costa Rica,FALSE,2
Algeria,Switzerland,Friendly,Algiers,Algeria,FALSE,1
France,Russia,Friendly,Saint-Denis,France,FALSE,0
Suriname,French Guiana,Friendly,Paramaribo,Suriname,FALSE,2
India,Vietnam Republic,Friendly,Kallang,Singapore,TRUE,1
China PR,South Korea,Friendly,Beijing,China PR,FALSE,1
Sierra Leone,Morocco,African Cup of Nations qualification,Freetown,Sierra Leone,FALSE,0
Malaysia,Saudi Arabia,Asian Games,Gwangju,South Korea,TRUE,1
Argentina,Nigeria,FIFA World Cup,Foxborough,United States,TRUE,2
Curaçao,Suriname,Friendly,Port of Spain,Trinidad and Tobago,TRUE,2
Brazil,Ecuador,Copa América,Goiânia,Brazil,FALSE,2
Ecuador,Peru,Friendly,The Hague,Netherlands,TRUE,0
Israel,Portugal,FIFA World Cup qualification,Ramat-Gan,Israel,FALSE,0
Switzerland,Czechoslovakia,Central European International Cup,Basel,Switzerland,FALSE,0
Greece,Malta,UEFA Euro qualification,Salonica,Greece,FALSE,2
Burundi,Djibouti,Friendly,Bujumbura,Burundi,FALSE,2
Latvia,Lithuania,Baltic Cup,Riga,Latvia,FALSE,2
Thailand,Japan,King's Cup,Bangkok,Thailand,FALSE,2
Myanmar,Indonesia,Merdeka Tournament,Shah Alam,Malaysia,TRUE,2
Namibia,South Africa,COSAFA Cup,Windhoek,Namibia,FALSE,0
Algeria,Mozambique,Friendly,Algiers,Algeria,FALSE,2
Singapore,Vietnam Republic,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1
Mexico,Brazil,Gold Cup,Mexico City,Mexico,FALSE,2
Scotland,Republic of Ireland,UEFA Euro qualification,Glasgow,Scotland,FALSE,2
Curaçao,Suriname,Friendly,Willemstad,Netherlands Antilles,FALSE,2
Guatemala,Cuba,Friendly,Antigua Guatemala,Guatemala,FALSE,2
Myanmar,Japan,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1
Honduras,Trinidad and Tobago,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE,1
Uruguay,Argentina,Copa América,Montevideo,Uruguay,FALSE,2
Papua New Guinea,Tahiti,South Pacific Games,Nouméa,New Caledonia,TRUE,0
Poland,Latvia,Friendly,Iława,Poland,FALSE,2
Iceland,Wales,FIFA World Cup qualification,Reykjavík,Iceland,FALSE,1
Ivory Coast,Liberia,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE,2
Iran,Romania,Friendly,Tehran,Iran,FALSE,0
Jamaica,Grenada,Gold Cup,Carson,United States,TRUE,2
Bolivia,Venezuela,Copa América,Montevideo,Uruguay,TRUE,1
Bolivia,Finland,Friendly,La Paz,Bolivia,FALSE,2
Algeria,Cape Verde,African Cup of Nations qualification,Algiers,Algeria,FALSE,2
Canada,Cuba,Gold Cup qualification,Los Angeles,United States,TRUE,0
Senegal,DR Congo,Friendly,Dakar,Senegal,FALSE,2
Nepal,India,SAFF Cup,Kathmandu,Nepal,FALSE,2
France,Australia,FIFA World Cup,Al Wakrah,Qatar,TRUE,2
South Korea,Vietnam Republic,AFC Asian Cup,So Kon Po,Hong Kong,TRUE,2
Uganda,Kenya,Friendly,Kampala,Uganda,FALSE,2
Basque Country,Venezuela,Friendly,Vitoria-Gasteiz,Spain,FALSE,2
Argentina,Paraguay,Friendly,Avellaneda,Argentina,FALSE,2
Saudi Arabia,Paraguay,Friendly,Khobar,Saudi Arabia,FALSE,0
Romani people,Ellan Vannin,CONIFA European Football Cup,Debrecen,Hungary,TRUE,1
Sweden,Republic of Ireland,Friendly,Malmö,Sweden,FALSE,2
Senegal,Morocco,Friendly,Dakar,Senegal,FALSE,2
Botswana,Angola,African Cup of Nations qualification,Gaborone,Botswana,FALSE,1
Panama,Honduras,Friendly,Panama City,Panama,FALSE,2
South Africa,Liberia,African Cup of Nations qualification,Johannesburg,South Africa,FALSE,2
Congo,Morocco,African Cup of Nations,Kumasi,Ghana,TRUE,1
Angola,Equatorial Guinea,Friendly,Óbidos,Portugal,TRUE,0
Faroe Islands,Slovakia,FIFA World Cup qualification,Toftir,Faroe Islands,FALSE,1
Sudan,Malawi,CECAFA Cup,Bahir Dar,Ethiopia,TRUE,1
Sweden,Estonia,Friendly,Landskrona,Sweden,FALSE,2
Norway,Yugoslavia,UEFA Euro qualification,Oslo,Norway,FALSE,1
Sweden,Hungary,Friendly,Solna,Sweden,FALSE,0
Central African Republic,Congo,UDEAC Cup,Douala,Cameroon,TRUE,1
France,Czechoslovakia,UEFA Euro,Marseille,France,FALSE,1
Cuba,Suriname,CFU Caribbean Cup qualification,Fort-de-France,Martinique,TRUE,2
Argentina,Colombia,Copa América,Guayaquil,Ecuador,TRUE,0
Netherlands,Czechoslovakia,UEFA Euro,Milan,Italy,TRUE,0
Costa Rica,Trinidad and Tobago,FIFA World Cup qualification,San José,Costa Rica,FALSE,2
Kuwait,Colombia,Friendly,Abu Dhabi,United Arab Emirates,TRUE,1
Argentina,Bolivia,Copa América,Buenos Aires,Argentina,FALSE,2
Norway,Germany,Friendly,Oslo,Norway,FALSE,0
Rwanda,Zanzibar,CECAFA Cup,Khartoum,Sudan,TRUE,0
Bulgaria,German DR,Friendly,Sliven,Bulgaria,FALSE,1
Tunisia,Egypt,African Cup of Nations qualification,Tunis,Tunisia,FALSE,0
Kazakhstan,Netherlands,UEFA Euro qualification,Astana,Kazakhstan,FALSE,1
Argentina,Bolivia,Copa América,Lima,Peru,TRUE,2
Malaysia,Singapore,Friendly,Kuala Lumpur,Malaya,FALSE,2
Cook Islands,Tuvalu,South Pacific Games,Apia,Samoa,TRUE,2
Malaysia,Singapore,FIFA World Cup qualification,Seoul,South Korea,TRUE,2
Burkina Faso,Guinea,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE,1
Haiti,Jamaica,Friendly,Port-au-Prince,Haiti,FALSE,2
Sierra Leone,Guinea,Amílcar Cabral Cup,Freetown,Sierra Leone,FALSE,0
Tanzania,Eritrea,CECAFA Cup,Mwanza,Tanzania,FALSE,0
Uruguay,Mexico,Friendly,Montevideo,Uruguay,FALSE,0
Kenya,Zambia,Friendly,Nairobi,Kenya,FALSE,2
Scotland,England,Friendly,Glasgow,Scotland,FALSE,2
Romania,Kosovo,UEFA Euro qualification,Bucharest,Romania,FALSE,2
Thailand,Vietnam Republic,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1
Zambia,Zimbabwe,Friendly,Lusaka,Zambia,FALSE,0
Czech Republic,Turkey,UEFA Euro qualification,Prague,Czech Republic,FALSE,1
South Africa,Denmark,Friendly,Atteridgeville,South Africa,FALSE,2
Egypt,Ivory Coast,FIFA World Cup qualification,Alexandria,Egypt,FALSE,1
Norway,Spain,UEFA Euro qualification,Oslo,Norway,FALSE,0
Bahrain,Thailand,AFC Asian Cup,Dubai,United Arab Emirates,TRUE,1
Costa Rica,Serbia,FIFA World Cup,Samara,Russia,TRUE,1
Indonesia,South Korea,Asian Games,Bangkok,Thailand,TRUE,0
England,Wales,British Home Championship,London,England,FALSE,0
Brazil,Argentina,Friendly,Recife,Brazil,FALSE,2
Saint Martin,Bermuda,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,TRUE,1
Ynys Môn,Saare County,Island Games,Castletown,Isle of Man,TRUE,2
Azerbaijan,Montenegro,UEFA Nations League,Zaprešić,Croatia,TRUE,0
Lebanon,Syria,United Arab Emirates Friendship Tournament,Abu Dhabi,United Arab Emirates,TRUE,0
Nigeria,Cameroon,African Cup of Nations,Alexandria,Egypt,TRUE,2
Kenya,South Sudan,CECAFA Cup,Nairobi,Kenya,FALSE,2
South Korea,Nigeria,Korea Cup,Seoul,South Korea,FALSE,2
Jersey,Menorca,Island Games,Visby,Sweden,TRUE,0
Hong Kong,South Korea,AFC Asian Cup,Jerusalem,Israel,TRUE,1
United States,Australia,Friendly,Orlando,United States,FALSE,1
Portugal,Russia,FIFA World Cup qualification,Lisbon,Portugal,FALSE,2
Albania,Andorra,FIFA World Cup qualification,Tirana,Albania,FALSE,2
Nicaragua,Panama,FIFA World Cup qualification,Diriamba,Nicaragua,FALSE,1
Italy,Bulgaria,Friendly,Turin,Italy,FALSE,0
Hitra,Shetland,Island Games,St. Brelade,Jersey,TRUE,1
England,Wales,British Home Championship,London,England,FALSE,1
Tunisia,Rwanda,Friendly,Monastir,Tunisia,FALSE,2
Argentina,Paraguay,Atlantic Cup,Buenos Aires,Argentina,FALSE,2
Equatorial Guinea,Zambia,FIFA World Cup qualification,Malabo,Equatorial Guinea,FALSE,2
Mexico,Russia,Friendly,Mexico City,Mexico,FALSE,0
Brazil,Colombia,Copa América,Santa Cruz,Bolivia,TRUE,2
Benin,DR Congo,Friendly,Porto-Novo,Benin,FALSE,1
Wales,Belgium,Friendly,Cardiff,Wales,FALSE,2
Maldives,Indonesia,FIFA World Cup qualification,Malé,Maldives,FALSE,1
Saudi Arabia,Uzbekistan,FIFA World Cup qualification,Riyadh,Saudi Arabia,FALSE,2
Morocco,Algeria,Friendly,Casablanca,Morocco,FALSE,2
South Africa,Zambia,Friendly,Johannesburg,South Africa,FALSE,2
Israel,Greece,FIFA World Cup qualification,Ramat-Gan,Israel,FALSE,1
Nicaragua,Haiti,Gold Cup,Frisco,United States,TRUE,1
Bangladesh,Bhutan,AFC Asian Cup qualification,Dhaka,Bangladesh,FALSE,0
Eritrea,Kenya,African Cup of Nations qualification,Asmara,Eritrea,FALSE,2
Tahiti,New Caledonia,Oceania Nations Cup,Honiara,Solomon Islands,TRUE,2
Chad,Cameroon,UDEAC Cup,N'Djamena,Chad,FALSE,1
Saudi Arabia,Bolivia,Friendly,Riyadh,Saudi Arabia,FALSE,0
Ecuador,Uruguay,Friendly,Asunción,Paraguay,TRUE,1
Guinea,Togo,African Cup of Nations qualification,Conakry,Guinea,FALSE,1
Northern Ireland,Germany,Friendly,Belfast,Northern Ireland,FALSE,0
DR Congo,Nigeria,Friendly,Kinshasa,DR Congo,FALSE,2
Denmark,Austria,Friendly,Herning,Denmark,FALSE,2
Libya,Somalia,Friendly,Tripoli,Libya,FALSE,2
Eswatini,Mozambique,Friendly,Mbabane,Swaziland,FALSE,1
Czechoslovakia,Austria,Central European International Cup,Prague,Czechoslovakia,FALSE,0
Peru,Argentina,Copa Ramón Castilla,Lima,Peru,FALSE,1
Eritrea,Namibia,FIFA World Cup qualification,Asmara,Eritrea,FALSE,1
Brazil,Peru,Copa América,São Paulo,Brazil,FALSE,2
Belarus,Sweden,FIFA World Cup qualification,Barysaw,Belarus,FALSE,1
India,Guam,FIFA World Cup qualification,Bangalore,India,FALSE,2
Romania,Poland,Friendly,Cernăuţi,Romania,FALSE,0
Palestine,Philippines,AFC Challenge Cup,Malé,Maldives,TRUE,2
Chile,Argentina,FIFA World Cup qualification,Santiago,Chile,FALSE,0
Trinidad and Tobago,Dominica,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,FALSE,2
Austria,Slovakia,Friendly,Klagenfurt,Austria,FALSE,1
Russia,Cameroon,FIFA World Cup,Palo Alto,United States,TRUE,2
Moldova,Georgia,UEFA Euro qualification,Chișinău,Moldova,FALSE,2
Finland,Israel,FIFA World Cup qualification,Lahti,Finland,FALSE,0
Honduras,El Salvador,Friendly,Tegucigalpa,Honduras,FALSE,0
Uganda,Zanzibar,Friendly,Nairobi,Kenya,TRUE,2
Barbados,Grenada,CFU Caribbean Cup qualification,Paramaribo,Suriname,TRUE,2
Liberia,Malawi,FIFA World Cup qualification,Monrovia,Liberia,FALSE,1
Burundi,Tanzania,African Cup of Nations qualification,Bujumbura,Burundi,FALSE,2
France,Italy,Friendly,Colombes,France,FALSE,1
Costa Rica,Venezuela,Friendly,San José,Costa Rica,FALSE,2
Republic of Ireland,Spain,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,0
Bolivia,Spain,FIFA World Cup,Chicago,United States,TRUE,1
China PR,Iran,FIFA World Cup qualification,Shenyang,China PR,FALSE,0
Canada,United States,CONCACAF Championship qualification,St. John's,Canada,FALSE,2
Tunisia,Senegal,Friendly,Tunis,Tunisia,FALSE,2
Malawi,Zimbabwe,COSAFA Cup,Blantyre,Malawi,FALSE,1
Germany,Luxembourg,Friendly,Wuppertal,Germany,FALSE,2
Argentina,Romania,Friendly,Buenos Aires,Argentina,FALSE,2
Ecuador,Colombia,FIFA World Cup qualification,Quito,Ecuador,FALSE,0
South Korea,Poland,Friendly,Seoul,South Korea,FALSE,0
Scotland,Finland,Friendly,Edinburgh,Scotland,FALSE,0
Saudi Arabia,Qatar,Gulf Cup,Riyadh,Saudi Arabia,FALSE,0
Chile,Brazil,Copa América,Córdoba,Argentina,TRUE,2
Mexico,Hungary,Friendly,Mexico City,Mexico,FALSE,2
Central African Republic,Madagascar,African Cup of Nations qualification,Douala,Cameroon,TRUE,2
South Africa,Sierra Leone,Friendly,Johannesburg,South Africa,FALSE,2
Zimbabwe,Nigeria,African Cup of Nations qualification,Harare,Zimbabwe,FALSE,0
Argentina,Hungary,FIFA World Cup,Rancagua,Chile,TRUE,0
Kuwait,Jordan,FIFA World Cup qualification,Kuwait City,Kuwait,FALSE,0
Maldives,China PR,FIFA World Cup qualification,Malé,Maldives,FALSE,1
Barbados,Saint Martin,CONCACAF Nations League,Bridgetown,Barbados,FALSE,2
Iceland,Denmark,Friendly,Reykjavík,Iceland,FALSE,0
Wales,Trinidad and Tobago,Friendly,Wrexham,Wales,FALSE,2
Algeria,Egypt,African Cup of Nations,Ibadan,Nigeria,TRUE,0
North Korea,Bahrain,FIFA World Cup qualification,Pyongyang,North Korea,FALSE,2
South Korea,Indonesia,Korea Cup,Daejeon,South Korea,FALSE,2
Panama,Saint Lucia,FIFA World Cup qualification,Panama City,Panama,FALSE,2
Sri Lanka,Japan,FIFA World Cup qualification,Dubai,United Arab Emirates,TRUE,1
Jordan,Iraq,Friendly,Amman,Jordan,FALSE,0
Yugoslavia,Hungary,Balkan Cup,Belgrade,Yugoslavia,FALSE,1
Guatemala,Ecuador,Friendly,Guatemala,Guatemala,FALSE,2
Costa Rica,Guatemala,UNCAF Cup,San José,Costa Rica,FALSE,2
Philippines,Bahrain,FIFA World Cup qualification,Bocaue,Philippines,FALSE,2
Greece,Bulgaria,Friendly,Piraeus,Greece,FALSE,1
DR Congo,Scotland,FIFA World Cup,Dortmund,Germany,TRUE,1
Luxembourg,Scotland,UEFA Euro qualification,Esch-sur-Alzette,Luxembourg,FALSE,0
Malta,Latvia,Friendly,Attard,Malta,FALSE,2
Ethiopia,Kenya,Friendly,Addis Ababa,Ethiopia,FALSE,0
Switzerland,Belgium,Friendly,Lausanne,Switzerland,FALSE,0
Burkina Faso,Niger,Friendly,Ouagadougou,Burkina Faso,FALSE,2
Yugoslavia,Switzerland,FIFA World Cup qualification,Belgrade,Yugoslavia,FALSE,0
Japan,Poland,Friendly,Naruto,Japan,FALSE,1
Poland,Italy,Friendly,Wrocław,Poland,FALSE,1
Ivory Coast,Angola,African Cup of Nations,Malabo,Equatorial Guinea,TRUE,2
Maldives,Oman,Friendly,Malé,Maldives,FALSE,1
Cameroon,Cape Verde,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE,0
Republic of Ireland,Portugal,Friendly,Dublin,Republic of Ireland,FALSE,2
Syria,Iraq,Friendly,Doha,Qatar,TRUE,0
Republic of Ireland,Northern Ireland,Friendly,Dublin,Republic of Ireland,FALSE,1
Guatemala,Belize,UNCAF Cup,Puerto Cortés,Honduras,TRUE,0
Poland,Hungary,Friendly,Poznań,Poland,FALSE,2
Jordan,Iraq,Friendly,Amman,Jordan,FALSE,1
Indonesia,China PR,FIFA World Cup qualification,Jakarta,Indonesia,FALSE,1
Slovenia,Ukraine,UEFA Euro qualification,Maribor,Slovenia,FALSE,0
Gabon,Ivory Coast,Friendly,Libreville,Gabon,FALSE,1
Cuba,Antigua and Barbuda,FIFA World Cup qualification,Havana,Cuba,FALSE,2
Malawi,Mozambique,African Cup of Nations qualification,Lilongwe,Malawi,FALSE,0
Ecuador,Peru,Copa América,Santiago,Chile,TRUE,1
Fiji,New Zealand,Friendly,Ba,Fiji,FALSE,2
Thailand,Indonesia,King's Cup,Bangkok,Thailand,FALSE,2
Bulgaria,France,FIFA World Cup qualification,Sofia,Bulgaria,FALSE,2
Grenada,Haiti,FIFA World Cup qualification,St. George's,Grenada,FALSE,1
Bulgaria,Turkey,Friendly,Salzburg,Austria,TRUE,1
Laos,Mongolia,Friendly,Vientiane,Laos,FALSE,2
Peru,Uruguay,FIFA World Cup qualification,Lima,Peru,FALSE,1
Saint Lucia,Saint Vincent and the Grenadines,FIFA World Cup qualification,Castries,Saint Lucia,FALSE,2
Romania,Croatia,Friendly,Bucharest,Romania,FALSE,0
Gibraltar,Poland,UEFA Euro qualification,Faro,Portugal,TRUE,1
Armenia,Morocco,Friendly,Vitrolles,France,TRUE,1
Paraguay,Jamaica,Copa América,Antofagasta,Chile,TRUE,2
Thailand,Myanmar,Southeast Asian Games,Jakarta,Indonesia,TRUE,2
New Zealand,New Caledonia,FIFA World Cup qualification,Dunedin,New Zealand,FALSE,2
Aruba,Suriname,ABCS Tournament,Oranjestad,Aruba,FALSE,2
Egypt,Nigeria,Friendly,Ismaila,Egypt,FALSE,1
Malawi,Ivory Coast,FIFA World Cup qualification,Blantyre,Malawi,FALSE,0
Cameroon,Rwanda,African Cup of Nations qualification,Douala,Cameroon,FALSE,0
Bahrain,Qatar,Gulf Cup,Muscat,Oman,TRUE,1
Philippines,Bhutan,AFC Challenge Cup qualification,Malé,Maldives,TRUE,2
Comoros,Zambia,African Cup of Nations qualification,Moroni,Comoros,FALSE,0
Congo,Ghana,African Cup of Nations,Asmara,Ethiopia,TRUE,1
China PR,Iran,AFC Asian Cup,Kuwait City,Kuwait,TRUE,0
New Zealand,Australia,Friendly,Auckland,New Zealand,FALSE,1
Romania,Albania,UEFA Euro qualification,Piatra Neamţ,Romania,FALSE,0
Thailand,Vietnam,King's Cup,Bangkok,Thailand,FALSE,2
Burkina Faso,Mali,Friendly,Ouagadougou,Burkina Faso,FALSE,2
Hong Kong,Tajikistan,AFC Asian Cup qualification,Tashkent,Uzbekistan,TRUE,0
Qatar,Morocco,Friendly,Doha,Qatar,FALSE,1
Cyprus,Serbia,Cyprus International Tournament,Nicosia,Cyprus,FALSE,1
Latvia,North Macedonia,UEFA Euro qualification,Riga,Latvia,FALSE,1
Scotland,Luxembourg,UEFA Euro qualification,Glasgow,Scotland,FALSE,2
Liechtenstein,Portugal,UEFA Euro qualification,Vaduz,Liechtenstein,FALSE,1
England,Russia,FIFA World Cup,Gothenburg,Sweden,TRUE,1
Mozambique,Lesotho,African Cup of Nations qualification,Maputo,Mozambique,FALSE,2
Nigeria,Togo,Friendly,Lagos,Nigeria,FALSE,0
Morocco,Guinea,Friendly,Agadir,Morocco,FALSE,0
Ethiopia,Ivory Coast,African Cup of Nations,Addis Ababa,Ethiopia,FALSE,2
Cayman Islands,Bermuda,CFU Caribbean Cup qualification,Kingstown,Saint Vincent and the Grenadines,TRUE,1
Tahiti,Vanuatu,South Pacific Games,Papeete,French Polynesia,FALSE,1
North Macedonia,Canada,Friendly,Strumica,North Macedonia,FALSE,2
Chile,Peru,FIFA World Cup qualification,Santiago,Chile,FALSE,0
Tunisia,Zambia,FIFA World Cup qualification,Tunis,Tunisia,FALSE,2
Tanzania,Zanzibar,Friendly,Nairobi,Kenya,TRUE,1
Suriname,Martinique,Friendly,Paramaribo,Suriname,FALSE,2
Palestine,Iraq,WAFF Championship,Amman,Jordan,TRUE,1
Grenada,Trinidad and Tobago,CFU Caribbean Cup qualification,St. George's,Grenada,FALSE,1
Czechoslovakia,Sweden,UEFA Euro qualification,Prague,Czechoslovakia,FALSE,2
Bahrain,North Korea,Friendly,Riffa,Bahrain,FALSE,0
New Zealand,Solomon Islands,Oceania Nations Cup,Nouméa,New Caledonia,TRUE,2
Kuwait,Zimbabwe,Friendly,Kuwait City,Kuwait,FALSE,2
Norway,Ukraine,Friendly,Oslo,Norway,FALSE,1
Indonesia,Singapore,Merdeka Tournament,Ipoh,Malaysia,TRUE,2
United Arab Emirates,Saudi Arabia,Friendly,Singapore,Singapore,TRUE,1
Ivory Coast,Egypt,Friendly,Abidjan,Ivory Coast,FALSE,0
Uzbekistan,Palestine,Friendly,Doha,Qatar,TRUE,2
Kuwait,Bahrain,Gulf Cup,Doha,Qatar,TRUE,1
Malawi,Lesotho,Friendly,Zomba,Malawi,FALSE,2
Mauritius,Malawi,Friendly,Port Louis,Mauritius,FALSE,2
Myanmar,India,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1
Sudan,Tanzania,Friendly,Taif,Saudi Arabia,TRUE,0
Bolivia,Uruguay,FIFA World Cup qualification,La Paz,Bolivia,FALSE,0
